C0000100,C0000200,C0005300,C0005400,C0005700,C0005800,C0007000,first_observed_age,last_observed_age,n_observed_age_years,n_observed_age_years_15_25,any_observed_age_ge_25,observed_age_year_count_15_25,observed_survey_years_15_25,violence_positive_age_year_count_15_25,violence_first_event_age_15_25,violence_second_event_age_15_25,violence_last_event_age_15_25,violence_positive_survey_years_15_25,eligible_observed_through_age_25,persistent_violence_contact_age15_25,predictor_cutoff_age,predictor_cutoff_year
18401,184.0,3.0,2.0,1999.0,1.0,38.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
18601,186.0,3.0,1.0,1991.0,1.0,31.0,15.0,21.0,3.0,3.0,False,3.0,2006;2008;2012,0,,,,,False,,15,2006.0
18801,188.0,3.0,2.0,1985.0,1.0,26.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
19001,190.0,3.0,2.0,1995.0,1.0,33.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
19201,192.0,3.0,2.0,1991.0,1.0,27.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
19202,192.0,3.0,1.0,1994.0,2.0,31.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
19203,192.0,3.0,2.0,1998.0,3.0,35.0,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
19701,197.0,3.0,1.0,1989.0,1.0,27.0,15.0,21.0,4.0,4.0,False,4.0,2004;2006;2008;2010,1,21.0,,21.0,2010,False,,15,2004.0
19702,197.0,3.0,2.0,1990.0,2.0,28.0,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
20001,200.0,3.0,2.0,1983.0,1.0,24.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,2,15.0,17.0,17.0,1998;2000,True,1.0,15,1998.0
20002,200.0,3.0,2.0,1987.0,2.0,29.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
20301,203.0,1.0,2.0,1986.0,1.0,28.0,,,,,,,,0,,,,,False,,15,2001.0
20302,203.0,1.0,2.0,1990.0,2.0,32.0,16.0,16.0,1.0,1.0,False,1.0,2006,0,,,,,False,,15,2005.0
20401,204.0,1.0,1.0,1975.0,1.0,18.0,13.0,13.0,1.0,0.0,False,,,0,,,,,False,,15,1990.0
20402,204.0,1.0,2.0,1984.0,2.0,27.0,16.0,28.0,4.0,2.0,True,2.0,2000;2002,0,,,,,True,0.0,15,1999.0
20501,205.0,1.0,2.0,1978.0,1.0,21.0,10.0,30.0,2.0,0.0,True,,,0,,,,,True,0.0,15,1993.0
20502,205.0,1.0,1.0,1981.0,2.0,24.0,25.0,29.0,3.0,1.0,True,1.0,2006,0,,,,,True,0.0,15,1996.0
20503,205.0,1.0,1.0,1986.0,3.0,29.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
20801,208.0,3.0,2.0,1975.0,1.0,17.0,13.0,25.0,4.0,3.0,True,3.0,1990;1994;2000,0,,,,,True,0.0,15,1990.0
21101,211.0,3.0,2.0,1996.0,1.0,32.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
21102,211.0,3.0,1.0,1997.0,2.0,33.0,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
21103,211.0,3.0,2.0,1999.0,3.0,35.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
21104,211.0,3.0,1.0,2003.0,4.0,39.0,13.0,17.0,3.0,2.0,False,2.0,2018;2020,0,,,,,False,,15,2018.0
22101,221.0,2.0,1.0,1986.0,1.0,21.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,2,16.0,18.0,18.0,2002;2004,True,1.0,15,2001.0
22102,221.0,2.0,1.0,1987.0,2.0,23.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,1,15.0,,15.0,2002,True,0.0,15,2002.0
22103,221.0,2.0,2.0,1989.0,3.0,24.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,15.0,,15.0,2004,False,,15,2004.0
22104,221.0,2.0,2.0,1991.0,4.0,26.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
22401,224.0,2.0,1.0,1974.0,1.0,14.0,14.0,38.0,9.0,2.0,True,2.0,1990;1994,0,,,,,True,0.0,15,1989.0
22402,224.0,2.0,2.0,1977.0,2.0,17.0,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1992.0
22403,224.0,2.0,1.0,1979.0,3.0,18.0,11.0,33.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
22701,227.0,2.0,2.0,1975.0,1.0,17.0,13.0,37.0,9.0,3.0,True,3.0,1990;1994;2000,1,25.0,,25.0,2000,True,0.0,15,1990.0
22702,227.0,2.0,2.0,1977.0,2.0,19.0,11.0,33.0,9.0,3.0,True,3.0,1994;2000;2002,1,17.0,,17.0,1994,True,0.0,15,1992.0
22703,227.0,2.0,1.0,1985.0,3.0,27.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,19.0,,19.0,2004,True,0.0,15,2000.0
22704,227.0,2.0,1.0,1994.0,4.0,36.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
22801,228.0,1.0,2.0,1980.0,1.0,22.0,18.0,30.0,7.0,4.0,True,4.0,1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
22802,228.0,1.0,1.0,1986.0,2.0,28.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
22803,228.0,1.0,1.0,1987.0,3.0,30.0,15.0,23.0,4.0,4.0,False,4.0,2002;2004;2008;2010,0,,,,,False,,15,2002.0
22804,228.0,1.0,2.0,1990.0,4.0,32.0,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
22901,229.0,3.0,1.0,1992.0,1.0,29.0,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
23101,231.0,3.0,2.0,1990.0,1.0,32.0,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
23102,231.0,3.0,2.0,1993.0,2.0,35.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
23601,236.0,3.0,1.0,1988.0,1.0,26.0,16.0,24.0,4.0,4.0,False,4.0,2004;2006;2010;2012,0,,,,,False,,15,2003.0
23602,236.0,3.0,1.0,1990.0,2.0,29.0,16.0,22.0,3.0,3.0,False,3.0,2006;2008;2012,0,,,,,False,,15,2005.0
23603,236.0,3.0,1.0,1995.0,3.0,33.0,15.0,15.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2010.0
23701,237.0,3.0,2.0,1981.0,1.0,23.0,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
23901,239.0,3.0,2.0,1980.0,1.0,19.0,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,2,16.0,18.0,18.0,1996;1998,True,1.0,15,1995.0
23902,239.0,3.0,1.0,1983.0,2.0,22.0,15.0,23.0,5.0,5.0,False,5.0,1998;2000;2002;2004;2006,2,15.0,19.0,19.0,1998;2002,False,,15,1998.0
23903,239.0,3.0,1.0,1984.0,3.0,23.0,16.0,26.0,5.0,4.0,True,4.0,2000;2002;2004;2006,0,,,,,True,0.0,15,1999.0
24001,240.0,3.0,1.0,1984.0,1.0,22.0,16.0,26.0,6.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
24002,240.0,3.0,2.0,1986.0,2.0,24.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
24201,242.0,3.0,2.0,1986.0,1.0,27.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
24401,244.0,3.0,2.0,1975.0,1.0,18.0,13.0,37.0,9.0,4.0,True,4.0,1990;1994;1996;2000,0,,,,,True,0.0,15,1990.0
24402,244.0,3.0,2.0,1979.0,2.0,22.0,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
24403,244.0,3.0,2.0,1991.0,3.0,34.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
24501,245.0,3.0,2.0,1992.0,1.0,29.0,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
24502,245.0,3.0,2.0,1996.0,2.0,33.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
24503,245.0,3.0,1.0,1999.0,3.0,36.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
24901,249.0,3.0,1.0,1982.0,1.0,18.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,16.0,,16.0,1998,True,0.0,15,1997.0
24902,249.0,3.0,2.0,1984.0,2.0,21.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
24903,249.0,3.0,1.0,1993.0,3.0,30.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,1,19.0,,19.0,2012,False,,15,2008.0
24904,249.0,3.0,1.0,2002.0,4.0,39.0,14.0,16.0,2.0,1.0,False,1.0,2018,0,,,,,False,,15,2017.0
25001,250.0,3.0,1.0,1982.0,1.0,24.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,16.0,,16.0,1998,True,0.0,15,1997.0
25002,250.0,3.0,2.0,1986.0,2.0,27.0,16.0,26.0,5.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,2001.0
25201,252.0,3.0,2.0,1983.0,1.0,19.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
25202,252.0,3.0,1.0,1991.0,2.0,27.0,15.0,19.0,3.0,3.0,False,3.0,2006;2008;2010,1,15.0,,15.0,2006,False,,15,2006.0
25401,254.0,3.0,1.0,1981.0,1.0,20.0,15.0,31.0,9.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
25402,254.0,3.0,2.0,1982.0,2.0,21.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,16.0,,16.0,1998,True,0.0,15,1997.0
25403,254.0,3.0,1.0,1989.0,3.0,28.0,15.0,23.0,4.0,4.0,False,4.0,2004;2006;2008;2012,0,,,,,False,,15,2004.0
25404,254.0,3.0,1.0,1994.0,4.0,32.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
25405,254.0,3.0,2.0,1995.0,5.0,34.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
25501,255.0,3.0,2.0,1983.0,1.0,21.0,15.0,19.0,3.0,3.0,False,3.0,1998;2000;2002,0,,,,,False,,15,1998.0
25502,255.0,3.0,2.0,1984.0,2.0,21.0,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2006;2008,0,,,,,True,0.0,15,1999.0
25503,255.0,3.0,2.0,1987.0,3.0,24.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
25504,255.0,3.0,2.0,1991.0,4.0,28.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
25505,255.0,3.0,1.0,1997.0,5.0,35.0,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
25601,256.0,3.0,2.0,1980.0,1.0,18.0,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
25602,256.0,3.0,1.0,2001.0,2.0,39.0,15.0,15.0,1.0,1.0,False,1.0,2016,1,15.0,,15.0,2016,False,,15,2016.0
25801,258.0,3.0,2.0,1980.0,1.0,22.0,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,1,16.0,,16.0,1996,True,0.0,15,1995.0
25802,258.0,3.0,2.0,1981.0,2.0,23.0,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
25803,258.0,3.0,1.0,1984.0,3.0,26.0,16.0,22.0,4.0,4.0,False,4.0,2000;2002;2004;2006,0,,,,,False,,15,1999.0
26201,262.0,3.0,2.0,1985.0,1.0,24.0,21.0,25.0,3.0,3.0,True,3.0,2006;2008;2010,0,,,,,True,0.0,15,2000.0
26202,262.0,3.0,2.0,1992.0,2.0,32.0,,,,,,,,0,,,,,False,,15,2007.0
26501,265.0,3.0,2.0,1990.0,1.0,28.0,16.0,22.0,3.0,3.0,False,3.0,2006;2010;2012,0,,,,,False,,15,2005.0
26502,265.0,3.0,2.0,1992.0,2.0,29.0,18.0,20.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2007.0
26503,265.0,3.0,1.0,1993.0,3.0,31.0,17.0,19.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2008.0
26504,265.0,3.0,1.0,1996.0,4.0,34.0,,,,,,,,0,,,,,False,,15,2011.0
27201,272.0,3.0,1.0,1984.0,1.0,27.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
27202,272.0,3.0,1.0,1986.0,2.0,29.0,16.0,24.0,5.0,5.0,False,5.0,2002;2004;2006;2008;2010,0,,,,,False,,15,2001.0
27203,272.0,3.0,1.0,1989.0,3.0,32.0,15.0,21.0,3.0,3.0,False,3.0,2004;2006;2010,0,,,,,False,,15,2004.0
27204,272.0,3.0,2.0,1994.0,4.0,37.0,16.0,16.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2009.0
27501,275.0,3.0,2.0,1991.0,1.0,28.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
27502,275.0,3.0,1.0,1993.0,2.0,30.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,1,15.0,,15.0,2008,False,,15,2008.0
27801,278.0,3.0,2.0,1987.0,1.0,26.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
27802,278.0,3.0,2.0,1991.0,2.0,31.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
27803,278.0,3.0,2.0,1994.0,3.0,34.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
27804,278.0,3.0,1.0,2003.0,4.0,42.0,,,,,,,,0,,,,,False,,15,2018.0
28201,282.0,3.0,2.0,1991.0,1.0,28.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
28202,282.0,3.0,2.0,1994.0,2.0,30.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
28501,285.0,1.0,2.0,1977.0,1.0,16.0,11.0,33.0,9.0,4.0,True,4.0,1996;1998;2000;2002,0,,,,,True,0.0,15,1992.0
28502,285.0,1.0,2.0,1981.0,2.0,20.0,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
28503,285.0,1.0,1.0,1985.0,3.0,24.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,2,15.0,19.0,19.0,2000;2004,True,1.0,15,2000.0
28701,287.0,3.0,2.0,1981.0,1.0,22.0,15.0,29.0,7.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
28702,287.0,3.0,1.0,1991.0,2.0,32.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
28801,288.0,3.0,1.0,1979.0,1.0,18.0,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,1,15.0,,15.0,1994,True,0.0,15,1994.0
28802,288.0,3.0,1.0,1986.0,2.0,24.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
28803,288.0,3.0,2.0,1993.0,3.0,31.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
28804,288.0,3.0,1.0,1999.0,4.0,37.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
28805,288.0,3.0,2.0,2000.0,5.0,38.0,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
28806,288.0,3.0,1.0,2000.0,6.0,38.0,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
28901,289.0,3.0,1.0,1981.0,1.0,19.0,15.0,27.0,6.0,5.0,True,5.0,1996;1998;2002;2004;2006,0,,,,,True,0.0,15,1996.0
28902,289.0,3.0,2.0,1985.0,2.0,23.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
29001,290.0,1.0,2.0,1979.0,1.0,19.0,11.0,33.0,8.0,5.0,True,5.0,1994;1996;1998;2000;2002,1,15.0,,15.0,1994,True,0.0,15,1994.0
29002,290.0,1.0,1.0,1983.0,2.0,23.0,15.0,29.0,7.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
29201,292.0,3.0,1.0,1990.0,1.0,32.0,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
29202,292.0,3.0,1.0,1991.0,2.0,34.0,15.0,19.0,3.0,3.0,False,3.0,2006;2008;2010,0,,,,,False,,15,2006.0
29301,293.0,3.0,2.0,1985.0,1.0,26.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
29302,293.0,3.0,1.0,1988.0,2.0,28.0,16.0,18.0,2.0,2.0,False,2.0,2004;2006,1,16.0,,16.0,2004,False,,15,2003.0
29401,294.0,3.0,1.0,1983.0,1.0,22.0,21.0,29.0,5.0,3.0,True,3.0,2004;2006;2008,0,,,,,True,0.0,15,1998.0
29402,294.0,3.0,2.0,1987.0,2.0,25.0,,,,,,,,0,,,,,False,,15,2002.0
29403,294.0,3.0,1.0,1990.0,3.0,29.0,,,,,,,,0,,,,,False,,15,2005.0
29701,297.0,3.0,1.0,1978.0,1.0,21.0,16.0,30.0,7.0,4.0,True,4.0,1994;1998;2000;2002,4,16.0,20.0,24.0,1994;1998;2000;2002,True,1.0,15,1993.0
29702,297.0,3.0,2.0,1993.0,2.0,35.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
29801,298.0,1.0,1.0,1989.0,1.0,25.0,21.0,23.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2004.0
29802,298.0,1.0,2.0,1996.0,2.0,32.0,,,,,,,,0,,,,,False,,15,2011.0
30501,305.0,1.0,1.0,1980.0,1.0,17.0,,,,,,,,0,,,,,False,,15,1995.0
30502,305.0,1.0,2.0,1983.0,2.0,21.0,,,,,,,,0,,,,,False,,15,1998.0
31201,312.0,3.0,1.0,1983.0,1.0,20.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,3,15.0,17.0,25.0,1998;2000;2008,True,1.0,15,1998.0
31202,312.0,3.0,1.0,1985.0,2.0,23.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
31401,314.0,3.0,1.0,1981.0,1.0,22.0,15.0,29.0,6.0,4.0,True,4.0,1996;1998;2004;2006,0,,,,,True,0.0,15,1996.0
31402,314.0,3.0,2.0,1983.0,2.0,25.0,15.0,29.0,6.0,4.0,True,4.0,1998;2004;2006;2008,0,,,,,True,0.0,15,1998.0
31403,314.0,3.0,1.0,1985.0,3.0,26.0,,,,,,,,0,,,,,False,,15,2000.0
31404,314.0,3.0,2.0,1986.0,4.0,27.0,20.0,26.0,4.0,3.0,True,3.0,2006;2008;2010,0,,,,,True,0.0,15,2001.0
31405,314.0,3.0,2.0,1988.0,5.0,29.0,18.0,24.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2003.0
32101,321.0,3.0,1.0,1989.0,1.0,31.0,15.0,17.0,2.0,2.0,False,2.0,2004;2006,0,,,,,False,,15,2004.0
32102,321.0,3.0,1.0,1991.0,2.0,33.0,15.0,15.0,1.0,1.0,False,1.0,2006,0,,,,,False,,15,2006.0
32103,321.0,3.0,1.0,1994.0,3.0,36.0,,,,,,,,0,,,,,False,,15,2009.0
32201,322.0,3.0,1.0,1988.0,1.0,30.0,16.0,24.0,4.0,4.0,False,4.0,2004;2008;2010;2012,0,,,,,False,,15,2003.0
32202,322.0,3.0,2.0,1990.0,2.0,31.0,20.0,22.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2005.0
32203,322.0,3.0,2.0,1991.0,3.0,33.0,19.0,21.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2006.0
33301,333.0,2.0,2.0,1980.0,1.0,23.0,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
33302,333.0,2.0,1.0,1988.0,2.0,31.0,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
33501,335.0,2.0,2.0,1989.0,1.0,32.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,19.0,,19.0,2008,False,,15,2004.0
33801,338.0,2.0,2.0,1980.0,1.0,20.0,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
33802,338.0,2.0,2.0,1986.0,2.0,26.0,,,,,,,,0,,,,,False,,15,2001.0
33901,339.0,2.0,2.0,1981.0,1.0,20.0,17.0,29.0,6.0,4.0,True,4.0,1998;2000;2004;2006,0,,,,,True,0.0,15,1996.0
34001,340.0,2.0,1.0,1981.0,1.0,19.0,17.0,29.0,6.0,4.0,True,4.0,1998;2000;2002;2006,0,,,,,True,0.0,15,1996.0
34002,340.0,2.0,2.0,1983.0,2.0,20.0,15.0,29.0,7.0,5.0,True,5.0,1998;2000;2002;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
34003,340.0,2.0,2.0,1988.0,3.0,25.0,18.0,24.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2003.0
34301,343.0,2.0,2.0,1978.0,1.0,19.0,10.0,34.0,10.0,4.0,True,4.0,1994;1996;2000;2002,1,18.0,,18.0,1996,True,0.0,15,1993.0
34401,344.0,3.0,1.0,1990.0,1.0,30.0,16.0,18.0,2.0,2.0,False,2.0,2006;2008,0,,,,,False,,15,2005.0
34402,344.0,3.0,2.0,1991.0,2.0,31.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
34501,345.0,2.0,2.0,1988.0,1.0,24.0,,,,,,,,0,,,,,False,,15,2003.0
34701,347.0,3.0,1.0,1989.0,1.0,26.0,15.0,15.0,1.0,1.0,False,1.0,2004,0,,,,,False,,15,2004.0
34702,347.0,3.0,2.0,1990.0,2.0,27.0,,,,,,,,0,,,,,False,,15,2005.0
35401,354.0,3.0,1.0,1989.0,1.0,32.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
35402,354.0,3.0,2.0,1995.0,2.0,38.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
36501,365.0,3.0,1.0,1987.0,1.0,25.0,,,,,,,,0,,,,,False,,15,2002.0
36502,365.0,3.0,2.0,1989.0,2.0,27.0,,,,,,,,0,,,,,False,,15,2004.0
36503,365.0,3.0,2.0,1991.0,3.0,30.0,,,,,,,,0,,,,,False,,15,2006.0
36504,365.0,3.0,2.0,1995.0,5.0,33.0,,,,,,,,0,,,,,False,,15,2010.0
36505,365.0,3.0,2.0,1995.0,4.0,33.0,,,,,,,,0,,,,,False,,15,2010.0
36901,369.0,3.0,2.0,1991.0,1.0,32.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
36902,369.0,3.0,1.0,1994.0,2.0,35.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,1,16.0,,16.0,2010,False,,15,2009.0
37101,371.0,3.0,2.0,1986.0,1.0,27.0,,,,,,,,0,,,,,False,,15,2001.0
37102,371.0,3.0,1.0,1989.0,2.0,29.0,,,,,,,,0,,,,,False,,15,2004.0
37103,371.0,3.0,2.0,1990.0,3.0,30.0,,,,,,,,0,,,,,False,,15,2005.0
37301,373.0,3.0,1.0,1981.0,1.0,22.0,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
37302,373.0,3.0,2.0,1983.0,2.0,24.0,15.0,25.0,6.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,2,15.0,17.0,17.0,1998;2000,True,1.0,15,1998.0
37401,374.0,3.0,2.0,1980.0,1.0,19.0,10.0,28.0,5.0,3.0,True,3.0,1996;2000;2002,1,20.0,,20.0,2000,True,0.0,15,1995.0
37402,374.0,3.0,2.0,1983.0,2.0,21.0,17.0,29.0,6.0,4.0,True,4.0,2000;2002;2006;2008,1,19.0,,19.0,2002,True,0.0,15,1998.0
37403,374.0,3.0,1.0,1984.0,3.0,23.0,16.0,22.0,4.0,4.0,False,4.0,2000;2002;2004;2006,1,16.0,,16.0,2000,False,,15,1999.0
37901,379.0,2.0,2.0,1983.0,1.0,19.0,19.0,29.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
37902,379.0,2.0,1.0,1985.0,2.0,21.0,19.0,25.0,4.0,4.0,True,4.0,2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
37903,379.0,2.0,2.0,1986.0,3.0,22.0,16.0,26.0,5.0,4.0,True,4.0,2002;2006;2008;2010,0,,,,,True,0.0,15,2001.0
38201,382.0,2.0,2.0,1976.0,1.0,16.0,14.0,34.0,7.0,1.0,True,1.0,1994,0,,,,,True,0.0,15,1991.0
38202,382.0,2.0,2.0,1983.0,2.0,23.0,19.0,29.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
38501,385.0,2.0,1.0,1986.0,1.0,24.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
38502,385.0,2.0,2.0,1987.0,2.0,26.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
